Date,Close
1/4/2021,268.94
1/5/2021,270.97
1/6/2021,263.31
1/7/2021,268.74
1/8/2021,267.57
1/11/2021,256.84
1/12/2021,251.09
1/13/2021,251.64
1/14/2021,245.64
1/15/2021,251.36
1/19/2021,261.1
1/20/2021,267.48
1/21/2021,272.87
1/22/2021,274.5
1/25/2021,278.01
1/26/2021,282.05
1/27/2021,272.14
1/28/2021,265
1/29/2021,258.33
2/1/2021,262.01
2/2/2021,267.08
2/3/2021,266.65
2/4/2021,266.49
2/5/2021,268.1
2/8/2021,266.58
2/9/2021,269.45
2/10/2021,271.87
2/11/2021,270.39
2/12/2021,270.5
2/16/2021,273.97
2/17/2021,273.57
2/18/2021,269.39
2/19/2021,261.56
2/22/2021,260.33
2/23/2021,265.86
2/24/2021,264.31
2/25/2021,254.69
2/26/2021,257.62
3/1/2021,264.91
3/2/2021,259
3/3/2021,255.41
3/4/2021,257.64
3/5/2021,264.28
3/8/2021,255.31
3/9/2021,265.74
3/10/2021,264.9
3/11/2021,273.88
3/12/2021,268.4
3/15/2021,273.75
3/16/2021,279.28
3/17/2021,284.01
3/18/2021,278.62
3/19/2021,290.11
3/22/2021,293.54
3/23/2021,290.63
3/24/2021,282.14
3/25/2021,278.74
3/26/2021,283.02
3/29/2021,290.82
3/30/2021,288
3/31/2021,294.53
4/1/2021,298.66
4/5/2021,308.91
4/6/2021,306.26
4/7/2021,313.09
4/8/2021,313.02
4/9/2021,312.46
4/12/2021,311.54
4/13/2021,309.76
4/14/2021,302.82
4/15/2021,307.82
4/16/2021,306.18
4/19/2021,302.24
4/20/2021,302.65
4/21/2021,301.47
4/22/2021,296.52
4/23/2021,301.13
4/26/2021,303.04
4/27/2021,303.57
4/28/2021,307.1
4/29/2021,329.51
4/30/2021,325.08
5/3/2021,322.58
5/4/2021,318.36
5/5/2021,315.02
5/6/2021,320.02
5/7/2021,319.08
5/10/2021,305.97
5/11/2021,306.53
5/12/2021,302.55
5/13/2021,305.26
5/14/2021,315.94
5/17/2021,315.46
5/18/2021,309.96
5/19/2021,313.59
5/20/2021,318.61
5/21/2021,316.23
5/24/2021,324.63
5/25/2021,327.79
5/26/2021,327.66
5/27/2021,332.75
5/28/2021,328.73
6/1/2021,329.13
6/2/2021,329.15
6/3/2021,326.04
6/4/2021,330.35
6/7/2021,336.58
6/8/2021,333.68
6/9/2021,330.25
6/10/2021,332.46
6/11/2021,331.26
6/14/2021,336.77
6/15/2021,336.75
6/16/2021,331.08
6/17/2021,336.51
6/18/2021,329.66
6/21/2021,332.29
6/22/2021,339.03
6/23/2021,340.59
6/24/2021,343.18
6/25/2021,341.37
6/28/2021,355.64
6/29/2021,351.89
6/30/2021,347.71
7/1/2021,354.39
7/2/2021,354.7
7/6/2021,352.78
7/7/2021,350.49
7/8/2021,345.65
7/9/2021,350.42
7/12/2021,353.16
7/13/2021,352.09
7/14/2021,347.63
7/15/2021,344.46
7/16/2021,341.16
7/19/2021,336.95
7/20/2021,341.66
7/21/2021,346.23
7/22/2021,351.19
7/23/2021,369.79
7/26/2021,372.46
7/27/2021,367.81
7/28/2021,373.28
7/29/2021,358.32
7/30/2021,356.3
8/2/2021,351.95
8/3/2021,351.24
8/4/2021,358.92
8/5/2021,362.97
8/6/2021,363.51
8/9/2021,361.61
8/10/2021,361.13
8/11/2021,359.96
8/12/2021,362.65
8/13/2021,363.18
8/16/2021,366.56
8/17/2021,358.45
8/18/2021,355.45
8/19/2021,355.12
8/20/2021,359.37
8/23/2021,363.35
8/24/2021,365.51
8/25/2021,368.39
8/26/2021,364.38
8/27/2021,372.63
8/30/2021,380.66
8/31/2021,379.38
9/1/2021,382.05
9/2/2021,375.28
9/3/2021,376.26
9/7/2021,382.18
9/8/2021,377.57
9/9/2021,378
9/10/2021,378.69
9/13/2021,376.51
9/14/2021,376.53
9/15/2021,373.92
9/16/2021,373.06
9/17/2021,364.72
9/20/2021,355.7
9/21/2021,357.48
9/22/2021,343.21
9/23/2021,345.96
9/24/2021,352.96
9/27/2021,353.58
9/28/2021,340.65
9/29/2021,339.61
9/30/2021,339.39
10/1/2021,343.01
10/4/2021,326.23
10/5/2021,332.96
10/6/2021,333.64
10/7/2021,329.22
10/8/2021,330.05
10/11/2021,325.45
10/12/2021,323.77
10/13/2021,324.54
10/14/2021,328.53
10/15/2021,324.76
10/18/2021,335.34
10/19/2021,339.99
10/20/2021,340.78
10/21/2021,341.88
10/22/2021,324.61
10/25/2021,328.69
10/26/2021,315.81
10/27/2021,312.22
10/28/2021,316.92
10/29/2021,323.57
11/1/2021,329.98
11/2/2021,328.08
11/3/2021,331.62
11/4/2021,335.85
11/5/2021,341.13
11/8/2021,338.62
11/9/2021,335.37
11/10/2021,327.64
11/11/2021,327.74
11/12/2021,340.89
11/15/2021,347.56
11/16/2021,342.96
11/17/2021,340.77
11/18/2021,338.69
11/19/2021,345.3
11/22/2021,341.01
11/23/2021,337.25
11/24/2021,341.06
11/26/2021,333.12
11/29/2021,338.03
11/30/2021,324.46
12/1/2021,310.6
12/2/2021,310.39
12/3/2021,306.84
12/6/2021,317.87
12/7/2021,322.81
12/8/2021,330.56
12/9/2021,329.82
12/10/2021,329.75
12/13/2021,334.49
12/14/2021,333.74
12/15/2021,341.66
12/16/2021,334.9
12/17/2021,333.79
12/20/2021,325.45
12/21/2021,334.2
12/22/2021,330.45
12/23/2021,335.24
12/27/2021,346.18
12/28/2021,346.22
12/29/2021,342.94
12/30/2021,344.36
12/31/2021,336.35
